訂單編號,日期,星期,分店,時段,天氣,會員編號,品項,類別,數量,單價,金額
A23667,2026-08-28,星期五,信義店,早上,晴,M1655,拿鐵,咖啡,1,90,90.0
A21729,2026-08-04,星期二,信義店,晚上,雨,,拿鐵,咖啡,1,90,90.0
A21752,2026-08-04,星期二,板橋店,早上,雨,M0219,拿鐵,咖啡,1,90,90.0
A23340,2026-08-22,星期六,中壢店,早上,晴,M1120,可頌,烘焙,1,60,60.0
A23146,2026-08-21,星期五,信義店,早上,陰,M0895,紅茶,茶飲,7,50,350.0
A23849,2026-08-29,星期六,中壢店,下午,陰,,抹茶拿鐵,茶飲,2,100,200.0
A22106,2026-08-09,星期日,信義店,晚上,晴,M0520,卡布奇諾,咖啡,1,95,95.0
A22938,2026/08/18,星期二,信義店,早上,陰,M0990,可頌,烘焙,1,60,60.0
A21497,2026-08-01,星期六,信義店,下午,雨,M1160,抹茶拿鐵,茶飲,1,100,100.0
A23600,20260827,星期四,信義店,早上,晴,M0401,拿鐵,咖啡,1,90,90.0
A22521,2026-08-14,星期五,信義店,早上,晴,M1404,卡布奇諾,咖啡,1,95,95.0
A22999,2026-08-19,星期三,信義店,早上,晴,M0520,美式咖啡,咖啡,1,70,70.0
A23038,2026-08-19,星期三,板橋,早上,晴,,紅茶,茶飲,3,50,150.0
A22487,2026-08-13,星期四,板橋店,下午,晴,,抹茶拿鐵,茶飲,2,100,200.0
A23769,2026-08-29,星期六,信義店,晚上,陰,M0420,卡布奇諾,咖啡,2,95,190.0
A22558,2026/08/14,星期五,信義店,早上,晴,M0059,抹茶拿鐵,茶飲,1,100,100.0
A22852,2026-08-16,星期日,中壢店,下午,陰,M1075,抹茶拿鐵,茶飲,3,100,300.0
A22522,2026-08-14,星期五,信義店,下午,晴,M0009,拿鐵,咖啡,2,90,180.0
A22520,20260814,星期五,信義店,下午,晴,M0244,拿鐵,咖啡,10,90,900.0
A22585,2026-08-14,星期五,中壢店,下午,晴,,紅茶,茶飲,1,50,
A22932,2026-08-17,星期一,中壢店,下午,晴,M1741,抹茶拿鐵,茶飲,3,100,300.0
A23319,2026/08/22,星期六,板橋店,晚上,晴,,美式咖啡,咖啡,2,70,140.0
A23775,2026-08-29,星期六,信義店,早上,陰,,可頌,烘焙,3,60,180.0
A21971,2026-08-07,星期五,板橋店,下午,晴,,可頌,烘焙,1,60,60.0
A22311,2026-08-10,星期一,中壢店,晚上,晴,M0223,紅茶,茶飲,1,50,50.0
A22636,2026/08/15,星期六,信義店,下午,晴,M1591,起司蛋糕,烘焙,3,120,360.0
A22223,2026-08-09,星期日,中壢店,早上,晴,M0380,紅茶,茶飲,1,50,50.0
A21787,2026-08-05,星期三,信義店,下午,雨,M1910,卡布奇諾,咖啡,2,95,190.0
A21834,2026-08-05,星期三,中壢店,下午,雨,M0714,可頌,烘焙,2,60,120.0
A23051,2026-08-19,星期三,中壢店,早上,晴,M0615,拿鐵,咖啡,1,90,90.0
A22450,2026/08/13,星期四,信義店,晚上,晴,M1572,美式咖啡,咖啡,1,70,70.0
A22027,2026-08-07,星期五,中壢店,晚上,晴,M1607,拿鐵,咖啡,1,90,90.0
A22715,2026-08-15,星期六,板橋店,下午,晴,,卡布奇諾,咖啡,2,95,190.0
A23195,2026-08-21,星期五,板橋店,下午,陰,,拿鐵,咖啡,3,90,270.0
A23739,2026-08-28,星期五,中壢店,晚上,晴,M1534,紅茶,茶飲,1,50,50.0
A22464,2026-08-13,星期四,板橋店,晚上,晴,,拿鐵,咖啡,2,90,180.0
A23156,2026-08-21,星期五,信義店,晚上,陰,,美式咖啡,咖啡,1,70,70.0
A23135,2026-08-20,星期四,中壢店,下午,晴,M0804,拿鐵,咖啡,6,90,540.0
A21905,2026-08-06,星期四,中壢店,下午,陰,M0672,拿鐵,咖啡,1,90,90.0
A22606,2026-08-14,星期五,中壢店,早上,晴,M1404,拿鐵,咖啡,1,90,90.0
A23735,2026-08-28,星期五,中壢店,早上,晴,M1758,紅茶,茶飲,2,50,100.0
A22447,2026-08-13,星期四,信義店,早上,晴,M1179,紅茶,茶飲,1,50,50.0
A23782,2026-08-29,星期六,信義店,下午,陰,,可頌,烘焙,2,60,120.0
A21521,2026-08-01,星期六,板橋店,早上,雨,M0800,拿鐵,咖啡,3,90,270.0
A23329,2026-08-22,星期六,中壢店,早上,晴,M1715,拿鐵,咖啡,3,90,270.0
A22191,2026-08-09,星期日,板橋店,早上,晴,,美式咖啡,咖啡,3,70,210.0
A22204,2026-08-09,星期日,中壢店,晚上,晴,M1580,拿鐵,咖啡,1,90,90.0
A22271,2026/08/10,星期一,板橋店,晚上,晴,M1769,紅茶,茶飲,1,50,50.0
A23249,2026/08/22,星期六,信義店,早上,晴,,美式咖啡,咖啡,2,70,140.0
A22024,2026/08/07,星期五,中壢店,下午,晴,M0650,紅茶,茶飲,3,50,150.0
A22292,2026-08-10,星期一,板橋店,晚上,晴,M0360,可頌,烘焙,1,60,60.0
A23904,2026-08-30,星期日,板橋店,下午,晴,,美式咖啡,咖啡,2,70,140.0
A22575,2026-08-14,星期五,板橋店,晚上,晴,,可頌,烘焙,1,60,60.0
A22624,2026-08-15,星期六,信義店,早上,晴,M1321,拿鐵,咖啡,1,90,90.0
A23997,2026-08-31,星期一,信義店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A23968,2026-08-31,星期一,信義店,晚上,晴,M1611,美式咖啡,咖啡,1,70,70.0
A22769,2026-08-16,星期日,信義,下午,陰,,可頌,烘焙,3,60,180.0
A22045,2026-08-08,星期六,信義店,晚上,雨,,紅茶,茶飲,2,50,100.0
A23971,2026-08-31,星期一,信義店,晚上,晴,M1900,美式咖啡,咖啡,1,70,70.0
A23371,2026-08-23,星期日,信義店,下午,雨,M0587,美式咖啡,咖啡,2,70,140.0
A21878,2026-08-06,星期四,板橋店,早上,陰,M0257,卡布奇諾,咖啡,1,95,95.0
A22518,2026-08-14,星期五,信義店,下午,晴,M0819,可頌,烘焙,1,60,60.0
A23299,2026-08-22,星期六,板橋店,早上,晴,M1040,卡布奇諾,咖啡,2,95,190.0
A23031,2026-08-19,星期三,板橋店,晚上,晴,M1799,紅茶,茶飲,2,50,100.0
A23761,2026-08-29,星期六,信義店,早上,陰,,肉桂捲,烘焙,1,85,85.0
A21587,2026-08-02,星期日,信義店,早上,陰,,卡布奇諾,咖啡,1,95,95.0
A22404,2026-08-12,星期三,板橋店,下午,陰,M0025,美式咖啡,咖啡,1,70,70.0
A23806,2026-08-29,星期六,板橋店,晚上,陰,M0829,拿鐵,咖啡,1,90,90.0
A21725,2026-08-03,星期一,中壢店,早上,晴,M1721,卡布奇諾,咖啡,1,95,95.0
A23964,2026/08/30,星期日,中壢店,下午,晴,,可頌,烘焙,2,60,120.0
A22785,2026-08-16,星期日,信義店,早上,陰,M1682,拿鐵,咖啡,2,90,180.0
A22099,2026-08-09,星期日,信義店,晚上,晴,M0856,美式咖啡,咖啡,1,70,70.0
A21513,2026/08/01,星期六,板橋店,早上,雨,,可頌,烘焙,1,60,60.0
A22839,2026-08-16,星期日,板橋店,早上,陰,M1331,紅茶,茶飲,2,50,100.0
A22429,2026-08-12,星期三,中壢店,早上,陰,M0549,紅茶,茶飲,2,50,100.0
A22439,2026/08/13,星期四,信義店,早上,晴,M1330,美式咖啡,咖啡,1,70,70.0
A21909,2026-08-06,星期四,中壢店,早上,陰,M0365,紅茶,茶飲,1,50,50.0
A23558,2026-08-26,星期三,板橋店,早上,陰,,拿鐵,咖啡,2,90,180.0
A23616,2026-08-27,星期四,信義店,下午,晴,M1408,可頌,烘焙,1,60,60.0
A23032,2026/08/19,星期三,板橋店,早上,晴,,紅茶,茶飲,1,50,50.0
A22288,2026-08-10,星期一,板橋店,早上,晴,,紅茶,茶飲,2,50,100.0
A22184,2026-08-09,星期日,板橋店,早上,晴,M0780,紅茶,茶飲,1,50,50.0
A22983,2026-08-18,星期二,中壢店,早上,陰,M0218,卡布奇諾,咖啡,1,95,95.0
A23390,2026-08-23,星期日,板橋店,早上,雨,M0650,拿鐵,咖啡,1,90,90.0
A21847,2026-08-06,星期四,信義店,早上,陰,M1753,卡布奇諾,咖啡,1,95,95.0
A23601,2026-08-27,星期四,信義店,早上,晴,M0250,起司蛋糕,烘焙,1,120,120.0
A23853,2026-08-29,星期六,中壢店,早上,陰,M0870,起司蛋糕,烘焙,3,120,360.0
X0004,2026-08-27,星期四,信義店,下午,晴,M1181,拿鐵,咖啡,-1,90,-90.0
A22322,2026-08-11,星期二,信義店,早上,雨,,美式咖啡,咖啡,2,70,140.0
A23537,2026-08-26,星期三, 信義店,下午,陰,M0178,拿鐵,咖啡,1,90,90.0
A23790,2026-08-29,星期六,信義店,下午,陰,,卡布奇諾,咖啡,3,95,285.0
A22945,2026-08-18,星期二,信義店,早上,陰,M0454,卡布奇諾,咖啡,2,95,190.0
A23597,20260827,星期四,信義店,早上,晴,M0344,拿鐵,咖啡,6,90,540.0
X0001,2026-08-10,星期一,板橋店,下午,晴,M0282,可頌,烘焙,0,60,0.0
A22226,2026-08-09,星期日,中壢店,下午,晴,M0925,卡布奇諾,咖啡,1,9500,9500.0
A23125,2026-08-20,星期四,中壢店,晚上,晴,,肉桂捲,烘焙,1,85,85.0
A23826,2026-08-29,星期六,中壢店,晚上,陰,,美式咖啡,咖啡,1,70,70.0
A22925,2026-08-17,星期一,中壢店,晚上,晴,,可頌,烘焙,1,60,60.0
A22079,2026-08-08,星期六,中壢店,下午,雨,M0826,拿鐵,咖啡,2,90,180.0
A22002,20260807,星期五,中壢店,早上,晴,M1352,紅茶,茶飲,2,50,100.0
A23923,2026-08-30,星期日,板橋店,晚上,晴,,美式咖啡,咖啡,2,70,140.0
A23002,2026-08-19,星期三,信義店,早上,晴,M1419,肉桂捲,烘焙,1,85,85.0
A23396,2026-08-23,星期日,板橋店,下午,雨,M1028,拿鐵,咖啡,6,90,540.0
A23001,2026-08-19,星期三,信義店,晚上,晴,M0693,可頌,烘焙,1,60,60.0
A21720,2026-08-03,星期一,中壢店,早上,晴,M1174,抹茶拿鐵,茶飲,1,100,100.0
A23913,2026-08-30,星期日,板橋店,下午,晴,M1102,拿鐵,咖啡,3,90,270.0
A23689,2026-08-28,星期五,信義店,晚上,晴,,拿鐵,咖啡,1,90,90.0
A21512,2026-08-01,星期六,板橋店,早上,雨,,拿鐵,咖啡,1,90,90.0
A21933,2026-08-07,星期五,信義店,下午,晴,M0618,紅茶,茶飲,1,50,50.0
A23716,2026-08-28,星期五,板橋店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A22647,2026-08-15,星期六,信義店,早上,晴,,拿鐵,咖啡,1,90,90.0
A21916,2026-08-06,星期四,中壢店,早上,陰,,抹茶拿鐵,茶飲,3,100,300.0
A22371,2026-08-12,星期三,信義店,晚上,陰,M1177,拿鐵,咖啡,3,90,270.0
A22258,2026-08-10,星期一,信義店,早上,晴,,抹茶拿鐵,茶飲,1,100,100.0
A22117,2026-08-09,星期日,信義店,下午,晴,M0057,抹茶拿鐵,茶飲,2,100,200.0
X0011,2026/08/22,星期六,中壢店,早上,晴,,紅茶,茶飲,-1,50,-50.0
A22848,2026-08-16,星期日,中壢店,晚上,陰,,紅茶,茶飲,1,50,50.0
A22284,2026-08-10,星期一,板橋店,下午,晴,,可頌,烘焙,2,60,120.0
A23874,2026-08-30,星期日,信義店,早上,晴,,可頌,烘焙,2,60,120.0
A22749,2026-08-15,星期六,中壢店,早上,晴,M0569,卡布奇諾,咖啡,1,95,95.0
A22151,20260809,星期日,信義店,下午,晴,M0520,美式咖啡,咖啡,3,70,210.0
A23331,2026-08-22,星期六,中壢店,下午,晴,,起司蛋糕,烘焙,2,120,240.0
A23636,2026-08-27,星期四,中壢店,早上,晴,,可頌,烘焙,2,60,120.0
A21934,2026-08-07,星期五,信義店,下午,晴,M1190,紅茶,茶飲,1,50,50.0
A22669,2026/08/15,星期六,信義店,早上,晴,,拿鐵,咖啡,3,90,270.0
A23559,2026-08-26,星期三,板橋店,早上,陰,M0782,紅茶,茶飲,1,50,50.0
A23989,2026-08-31,星期一,信義店,早上,晴,M1825,起司蛋糕,烘焙,1,120,120.0
A23238,2026-08-21,星期五,中壢店,早上,陰,M1878,起司蛋糕,烘焙,2,120,240.0
A21604,2026-08-02,星期日,板橋店,下午,陰,,起司蛋糕,烘焙,1,120,120.0
A22236,2026-08-09,星期日,中壢店,早上,晴,M0519,美式咖啡,咖啡,1,70,70.0
A21837,2026-08-06,星期四,信義店,早上,陰,M0587,肉桂捲,烘焙,1,85,85.0
A23682,2026/08/28,星期五,信義店,晚上,晴,M0509,拿鐵,咖啡,2,90,180.0
A23278,2026-08-22,星期六,信義店,下午,晴,,卡布奇諾,咖啡,3,95,285.0
A21722,2026-08-03,星期一,中壢店,早上,晴,M0533,拿鐵,咖啡,2,90,180.0
A23861,2026/08/30,星期日,信義店,下午,晴,,拿鐵,咖啡,1,90,90.0
A22561,2026/08/14,星期五,板橋店,早上,晴,,可頌,烘焙,2,60,120.0
A23362,2026/08/23,星期日,信義店,早上,雨,M1998,起司蛋糕,烘焙,2,120,240.0
A21611,2026-08-02,星期日,板橋店,早上,陰,,紅茶,茶飲,1,50,50.0
A22906,2026-08-17,星期一,板橋店,晚上,晴,M1417,紅茶,茶飲,3,50,150.0
A21534,2026-08-01,星期六,板橋店,下午,雨,M1424,卡布奇諾,咖啡,1,95,95.0
A22780,2026-08-16,星期日,信義店,下午,陰,,起司蛋糕,烘焙,2,120,240.0
A22928,2026-08-17,星期一,中壢店,下午,晴,,拿鐵,咖啡,1,90,
A22148,2026-08-09,星期日,信義店,晚上,晴,,美式咖啡,咖啡,2,70,140.0
A22026,2026-08-07,星期五,中壢店,晚上,晴,,拿鐵,咖啡,1,90,90.0
A21574,2026-08-02,星期日,信義店,晚上,陰,M0281,美式咖啡,咖啡,1,70,70.0
A21918,2026-08-06,星期四,中壢店,下午,陰,,美式咖啡,咖啡,1,70,
A24041,2026-08-31,星期一,中壢店,早上,晴,M1174,起司蛋糕,烘焙,2,120,240.0
A23736,2026-08-28,星期五,中壢店,早上,晴,M0920,紅茶,茶飲,1,50,50.0
A23054,2026-08-19,星期三,中壢店,早上,晴,M1333,拿鐵,咖啡,2,90,180.0
A21759,2026-08-04,星期二,板橋店,早上,雨,,拿鐵,咖啡,1,90,90.0
A24024,2026-08-31,星期一,板橋店,下午,晴,,起司蛋糕,烘焙,1,120,120.0
A22912,2026-08-17,星期一,板橋店,早上,晴,,抹茶拿鐵,茶飲,1,100,100.0
A21960,2026-08-07,星期五,信義店,晚上,晴,,拿鐵,咖啡,1,90,90.0
A21498,2026-08-01,星期六,信義店,下午,雨,M1923,紅茶,茶飲,3,50,150.0
A21672,2026-08-03,星期一,信義店,下午,晴,,起司蛋糕,烘焙,1,120,120.0
A22028,2026-08-07,星期五,中壢店,早上,晴,,可頌,烘焙,2,60,120.0
A21520,2026-08-01,星期六,板橋店,晚上,雨,,美式咖啡,咖啡,3,70,210.0
A23415,2026-08-24,星期一,信義,下午,晴,M1520,美式咖啡,咖啡,2,70,140.0
A24019,2026-08-31,星期一,板橋店,下午,晴,,拿鐵,咖啡,1,90,90.0
A23399,2026-08-23,星期日,中壢店,下午,雨,,可頌,烘焙,1,60,60.0
A22618,2026-08-14,星期五,中壢店,早上,晴,M1195,紅茶,茶飲,2,50,100.0
A21595,2026/08/02,星期日,信義店,晚上,陰,,拿鐵,咖啡,3,90,270.0
A21890,2026-08-06,星期四,板橋店,晚上,陰,M1712,起司蛋糕,烘焙,1,120,120.0
A21816,20260805,星期三,板橋店,晚上,雨,M0013,紅茶,茶飲,1,50,50.0
A23707,2026-08-28,星期五,板橋店,下午,晴,,紅茶,茶飲,1,50,50.0
A22833,2026-08-16,星期日,板橋店,早上,陰,M1791,拿鐵,咖啡,3,90,270.0
A22981,20260818,星期二,中壢店,早上,陰,M0985,美式咖啡,咖啡,2,70,140.0
A22813,2026-08-16,星期日,信義店,早上,陰,,起司蛋糕,烘焙,1,120,120.0
A23660,2026-08-28,星期五,信義店,晚上,晴,,抹茶拿鐵,茶飲,1,100,100.0
A22631,2026-08-15,星期六,信義店,下午,晴,M1572,肉桂捲,烘焙,1,85,85.0
A21832,2026-08-05,星期三,中壢店,早上,雨,,紅茶,茶飲,1,50,50.0
A21633,2026-08-02,星期日,中壢店,下午,陰,M1559,紅茶,茶飲,1,50,50.0
A22323,2026-08-11,星期二,信義店,下午,雨,M1386,美式咖啡,咖啡,1,70,70.0
A22551,2026/08/14,星期五,信義店,下午,晴,M0727,可頌,烘焙,1,60,60.0
A22933,2026-08-17,星期一,中壢店,早上,晴,M0486,抹茶拿鐵,茶飲,1,100,100.0
A21652,2026-08-02,星期日,中壢店,早上,陰,M1738,拿鐵,咖啡,3,90,270.0
A22100,2026-08-09,星期日,信義店,早上,晴,,抹茶拿鐵,茶飲,2,100,
A23162,2026-08-21,星期五,信義店,早上,陰,M1432,拿鐵,咖啡,1,90,90.0
A23336,2026-08-22,星期六,中壢店,晚上,晴,M1905,起司蛋糕,烘焙,2,120,240.0
A22107,2026-08-09,星期日,信義店,下午,晴,M0194,紅茶,茶飲,1,50,50.0
A23677,2026-08-28,星期五,信義店,晚上,晴,M1104,可頌,烘焙,3,60,180.0
A23631,2026-08-27,星期四, 板橋店,下午,晴,M0206,卡布奇諾,咖啡,1,95,95.0
A23063,2026-08-19,星期三,中壢店,下午,晴,M0547,紅茶,茶飲,3,50,150.0
A23332,20260822,星期六,中壢店,早上,晴,M1278,美式咖啡,咖啡,2,70,140.0
A23481,2026-08-25,星期二,信義店,下午,雨,M1461,美式咖啡,咖啡,1,70,70.0
A23570,2026-08-26,星期三,中壢店,下午,陰,M1181,拿鐵,咖啡,2,90,180.0
A22335,2026-08-11,星期二,板橋店,晚上,雨,M1379,拿鐵,咖啡,1,90,90.0
A22777,2026-08-16,星期日,信義店,早上,陰,M0037,拿鐵,咖啡,1,90,90.0
A23347,2026-08-22,星期六,中壢店,下午,晴,,可頌,烘焙,3,60,180.0
A24030,2026-08-31,星期一,中壢店,晚上,晴,,可頌,烘焙,1,60,60.0
A23847,2026-08-29,星期六,中壢店,早上,陰,M0932,美式咖啡,咖啡,1,70,70.0
A23098,2026-08-20,星期四,信義店,下午,晴,,拿鐵,咖啡,1,90,
A21493,2026-08-01,星期六,信義店,早上,雨,,拿鐵,咖啡,2,90,180.0
A23202,2026-08-21,星期五,板橋店,晚上,陰,M1190,肉桂捲,烘焙,1,85,85.0
A22283,2026-08-10,星期一,板橋店,晚上,晴,M0029,起司蛋糕,烘焙,1,120,120.0
A22567,2026/08/14,星期五,板橋店,晚上,晴,M1808,拿鐵,咖啡,1,90,90.0
X0010,2026/08/21,星期五,信義店,早上,陰,,紅茶,茶飲,0,50,0.0
A23607,2026-08-27,星期四,信義店,晚上,晴,M0388,拿鐵,咖啡,2,90,180.0
A21557,2026/08/01,星期六,中壢店,晚上,雨,,拿鐵,咖啡,1,90,90.0
A23981,2026/08/31,星期一,信義店,下午,晴,M0616,紅茶,茶飲,2,50,100.0
A22440,2026-08-13,星期四,信義店,晚上,晴,M0778,拿鐵,咖啡,1,90,
A23380,2026-08-23,星期日,信義店,下午,雨,M1440,紅茶,茶飲,3,50,150.0
A22056,2026/08/08,星期六,板橋店,早上,雨,M1118,紅茶,茶飲,2,50,100.0
A23770,20260829,星期六,信義店,早上,陰,M1396,拿鐵,咖啡,2,90,180.0
A23164,2026-08-21,星期五,信義店,下午,陰,M1248,卡布奇諾,咖啡,1,95,95.0
A23869,2026-08-30,星期日,信義店,下午,晴,M1781,可頌,烘焙,3,60,180.0
A23555,2026-08-26,星期三,板橋店,早上,陰,,美式咖啡,咖啡,1,70,70.0
A22050,2026-08-08,星期六,板橋店,早上,雨,,拿鐵,咖啡,1,90,90.0
A23422,2026-08-24,星期一,信義店,晚上,晴,M0506,可頌,烘焙,1,60,60.0
A22279,2026-08-10,星期一,板橋店,早上,晴,M0228,美式咖啡,咖啡,1,70,70.0
A23236,2026-08-21,星期五,中壢店,下午,陰,M1230,抹茶拿鐵,茶飲,1,100,100.0
A21998,2026-08-07,星期五,板橋店,晚上,晴,,拿鐵,咖啡,1,90,90.0
A22628,2026-08-15,星期六,信義店,下午,晴,M0029,拿鐵,咖啡,3,90,270.0
A23395,2026-08-23,星期日,板橋店,早上,雨,,可頌,烘焙,1,60,60.0
A21749,2026-08-04,星期二,板橋,晚上,雨,,拿鐵,咖啡,1,90,90.0
A21781,2026-08-04,星期二,中壢店,早上,雨,M0262,紅茶,茶飲,2,50,100.0
A22446,2026-08-13,星期四,信義店,下午,晴,,美式咖啡,咖啡,3,70,210.0
A21709,2026-08-03,星期一,中壢,早上,晴,,卡布奇諾,咖啡,1,95,95.0
A21565,2026-08-02,星期日,信義店,下午,陰,,可頌,烘焙,1,60,60.0
A21808,2026-08-05,星期三,板橋店,晚上,雨,M0580,可頌,烘焙,1,60,60.0
A22562,2026-08-14,星期五,板橋店,下午,晴,M0437,美式咖啡,咖啡,1,70,70.0
A23916,2026-08-30,星期日,板橋店,下午,晴,M1236,起司蛋糕,烘焙,2,120,240.0
A21950,2026-08-07,星期五,信義店,早上,晴,M1195,拿鐵,咖啡,2,90,180.0
A23824,2026-08-29,星期六,板橋店,下午,陰,M1843,美式咖啡,咖啡,2,70,140.0
A21678,2026-08-03,星期一,信義店,晚上,晴,,肉桂捲,烘焙,2,85,170.0
A23443,2026/08/24,星期一,板橋店,早上,晴,M0344,美式咖啡,咖啡,3,70,210.0
A21778,2026-08-04,星期二,中壢店,早上,雨,M0283,拿鐵,咖啡,1,90,90.0
A22762,2026-08-15,星期六,中壢店,早上,晴,,美式咖啡,咖啡,3,70,210.0
A23787,2026-08-29,星期六,信義店,早上,陰,,拿鐵,咖啡,1,90,90.0
A23425,2026-08-24,星期一,信義店,下午,晴,,起司蛋糕,烘焙,3,120,360.0
A23822,2026-08-29,星期六,板橋店,早上,陰,M1085,美式咖啡,咖啡,2,70,140.0
A23756,2026-08-29,星期六,信義店,下午,陰,M0005,肉桂捲,烘焙,2,85,170.0
A23959,2026-08-30,星期日,中壢店,下午,晴,M1069,拿鐵,咖啡,1,90,90.0
A23092,2026-08-20,星期四,信義店,早上,晴,M0151,抹茶拿鐵,茶飲,1,100,100.0
A22401,20260812,星期三,板橋店,晚上,陰,,拿鐵,咖啡,1,90,90.0
A22909,2026-08-17,星期一,板橋店,早上,晴,M0016,肉桂捲,烘焙,1,85,85.0
A23010,2026-08-19,星期三,信義店,下午,晴,M1551,卡布奇諾,咖啡,2,95,190.0
A23797,2026-08-29,星期六,板橋店,下午,陰,,拿鐵,咖啡,2,90,180.0
A23365,2026-08-23,星期日,信義店,下午,雨,M1904,卡布奇諾,咖啡,1,95,95.0
A22087,20260808,星期六,中壢店,早上,雨,,拿鐵,咖啡,1,90,90.0
A23110,2026-08-20,星期四,板橋店,下午,晴,M1621,肉桂捲,烘焙,2,85,170.0
A23938,2026-08-30,星期日,中壢店,晚上,晴,M0163,起司蛋糕,烘焙,1,120,120.0
A23816,2026-08-29,星期六,板橋店,下午,陰,M1721,紅茶,茶飲,3,50,150.0
A23714,20260828,星期五,板橋店,晚上,晴,M1605,拿鐵,咖啡,2,90,180.0
A23114,2026-08-20,星期四,板橋店,下午,晴,,肉桂捲,烘焙,2,85,170.0
A21618,2026-08-02,星期日,板橋店,早上,陰,,美式咖啡,咖啡,2,70,140.0
A23142,2026/08/21,星期五,信義店,晚上,陰,,拿鐵,咖啡,3,90,270.0
A23642,2026-08-27,星期四,中壢店　,早上,晴,,美式咖啡,咖啡,1,70,70.0
A22315,2026-08-11,星期二,信義店,下午,雨,,拿鐵,咖啡,1,90,90.0
A23118,2026-08-20,星期四,板橋店,晚上,晴,M0959,紅茶,茶飲,1,50,50.0
A22504,2026-08-13,星期四,中壢店,晚上,晴,,美式咖啡,咖啡,1,70,70.0
A22525,2026-08-14,星期五,信義店,早上,晴,M0118,可頌,烘焙,1,60,
A22530,2026-08-14,星期五,信義店,早上,晴,M1225,拿鐵,咖啡,1,90,90.0
A24040,2026-08-31,星期一,中壢店,下午,晴,,可頌,烘焙,3,60,180.0
A22519,2026-08-14,星期五,信義店,晚上,晴,M0671,美式咖啡,咖啡,1,70,70.0
A23124,2026-08-20,星期四,中壢店,下午,晴,M1651,卡布奇諾,咖啡,1,95,95.0
A22359,2026-08-12,星期三,信義店,晚上,陰,,卡布奇諾,咖啡,1,95,95.0
A23851,2026/08/29,星期六,中壢店,下午,陰,M1423,美式咖啡,咖啡,1,70,70.0
A21556,2026-08-01,星期六,中壢店,下午,雨,,拿鐵,咖啡,2,90,180.0
A22177,2026-08-09,星期日,板橋店,下午,晴,,起司蛋糕,烘焙,1,120,120.0
A22787,2026/08/16,星期日,信義店,晚上,陰,,可頌,烘焙,2,60,120.0
A23751,2026-08-28,星期五,中壢店,早上,晴,M1448,可頌,烘焙,1,60,60.0
A23516,2026-08-25,星期二,中壢店,下午,雨,M0478,拿鐵,咖啡,1,90,90.0
A23820,2026-08-29,星期六,板橋店,早上,陰,M1967,拿鐵,咖啡,1,90,90.0
A22430,2026-08-12,星期三,中壢店,下午,陰,M0170,拿鐵,咖啡,1,90,90.0
A22320,2026-08-11,星期二,信義店,早上,雨,M0652,拿鐵,咖啡,1,90,90.0
A22574,2026-08-14,星期五,板橋店,晚上,晴,,拿鐵,咖啡,1,90,90.0
A23637,2026-08-27,星期四,中壢店,下午,晴,,可頌,烘焙,1,60,60.0
A21576,2026-08-02,星期日,信義店,下午,陰,M1292,拿鐵,咖啡,3,90,270.0
A23186,2026/08/21,星期五,板橋店,早上,陰,,可頌,烘焙,3,60,180.0
A21931,2026-08-07,星期五,信義店,晚上,晴,M1682,可頌,烘焙,1,60,60.0
A22173,2026-08-09,星期日,板橋,下午,晴,,拿鐵,咖啡,2,90,180.0
